evidence_id,party_id_1,party_id_2,match_type,match_rule_id,match_key,evidence_value,confidence_score,created_at,blocking_keys
92390e6c-fa3c-4b7d-ba98-54024a98e4c6,SP_SmartPlus_quote_member_QM027,SP_Smile_policy_member_PM025,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER10|LARGEFAMILY|member10@largefamily.com,0.92,2026-03-06T23:18:17.495371,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
c2fe5128-bca9-413f-97c1-9d0704e90370,SP_SmartPlus_quote_member_QM026,SP_Smile_policy_member_PM024,PII,RULE_EXACT_HKID,HKID,O093456(7),1.0,2026-03-06T23:18:17.528087,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
e5dfced9-a2ad-4140-a3cb-0918766fe2a0,SP_SmartPlus_quote_member_QM026,SP_Smile_policy_member_PM024,PII,RULE_EXACT_EMAIL,EMAIL,member9@largefamily.com,0.95,2026-03-06T23:18:17.528096,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
286b4c9c-6c2d-4790-9f92-6f5beff747fe,SP_SmartPlus_quote_member_QM026,SP_Smile_policy_member_PM024,PII,RULE_EXACT_PHONE,PHONE,+85290000000,0.9,2026-03-06T23:18:17.528103,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
7697d59c-92fe-4f9e-94d8-d13738391172,SP_SmartPlus_quote_member_QM026,SP_Smile_policy_member_PM024,PII,RULE_EXACT_NAME_DOB,NAME_DOB,MEMBER9|LARGEFAMILY|1940-01-01,0.95,2026-03-06T23:18:17.528110,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
0ae18322-06a8-43fa-a832-e2c5a965690c,SP_SmartPlus_quote_member_QM026,SP_Smile_policy_member_PM024,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER9|LARGEFAMILY|member9@largefamily.com,0.92,2026-03-06T23:18:17.528116,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
f13285d2-830a-423e-b5ce-474398d22a78,SP_SmartPlus_quote_member_QM020,SP_Smile_policy_member_PM018,PII,RULE_EXACT_HKID,HKID,O033456(7),1.0,2026-03-06T23:18:17.547147,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
dd04ffb1-c4eb-409b-897e-28b3866eb229,SP_SmartPlus_quote_member_QM020,SP_Smile_policy_member_PM018,PII,RULE_EXACT_EMAIL,EMAIL,member3@largefamily.com,0.95,2026-03-06T23:18:17.547157,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
7d1309b1-0825-4056-a57f-17a27d6b9a8d,SP_SmartPlus_quote_member_QM020,SP_Smile_policy_member_PM018,PII,RULE_EXACT_PHONE,PHONE,+85290000000,0.9,2026-03-06T23:18:17.547165,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
63cd7d49-7f40-4c2e-9ea7-401a6c1a90ba,SP_SmartPlus_quote_member_QM020,SP_Smile_policy_member_PM018,PII,RULE_EXACT_NAME_DOB,NAME_DOB,MEMBER3|LARGEFAMILY|1970-01-01,0.95,2026-03-06T23:18:17.547172,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
6ceec484-cd25-4c15-af5e-ac39839ca498,SP_SmartPlus_quote_member_QM020,SP_Smile_policy_member_PM018,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER3|LARGEFAMILY|member3@largefamily.com,0.92,2026-03-06T23:18:17.547182,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
dc15136a-7fd0-4e9d-ab15-567bec1fe692,SP_Smile_policy_member_PM026,SP_SmartPlus_quote_member_QM028,PII,RULE_EXACT_HKID,HKID,O113456(7),1.0,2026-03-06T23:18:17.618173,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
33f816b3-7c9b-44f6-9677-aa79d83ae74e,SP_Smile_policy_member_PM026,SP_SmartPlus_quote_member_QM028,PII,RULE_EXACT_EMAIL,EMAIL,member11@largefamily.com,0.95,2026-03-06T23:18:17.618182,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
1481b075-54bc-4bb6-a9c0-561d7ec4a185,SP_Smile_policy_member_PM026,SP_SmartPlus_quote_member_QM028,PII,RULE_EXACT_PHONE,PHONE,+85290000000,0.9,2026-03-06T23:18:17.618190,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
840ecdb4-a0a0-485e-af35-1d73253cfe5d,SP_Smile_policy_member_PM026,SP_SmartPlus_quote_member_QM028,PII,RULE_EXACT_NAME_DOB,NAME_DOB,MEMBER11|LARGEFAMILY|1930-01-01,0.95,2026-03-06T23:18:17.618196,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
ba124528-e8e2-4670-ba85-ab216a89611f,SP_Smile_policy_member_PM026,SP_SmartPlus_quote_member_QM028,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER11|LARGEFAMILY|member11@largefamily.com,0.92,2026-03-06T23:18:17.618203,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
f85b7625-f375-4ff3-b3bd-3a827129657a,SP_Smile_policy_member_PM019,SP_SmartPlus_quote_member_QM021,PII,RULE_EXACT_HKID,HKID,O043456(7),1.0,2026-03-06T23:18:17.681403,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
7bb15901-d868-4026-9613-762bb563b370,SP_Smile_policy_member_PM019,SP_SmartPlus_quote_member_QM021,PII,RULE_EXACT_EMAIL,EMAIL,member4@largefamily.com,0.95,2026-03-06T23:18:17.681412,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
67a01447-52d2-4441-aa75-1490db33ba3b,SP_Smile_policy_member_PM019,SP_SmartPlus_quote_member_QM021,PII,RULE_EXACT_PHONE,PHONE,+85290000000,0.9,2026-03-06T23:18:17.681419,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
5c153bce-a4d0-4188-a760-2c81119b16e3,SP_Smile_policy_member_PM019,SP_SmartPlus_quote_member_QM021,PII,RULE_EXACT_NAME_DOB,NAME_DOB,MEMBER4|LARGEFAMILY|1965-01-01,0.95,2026-03-06T23:18:17.681425,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
70843c08-880f-41ff-86eb-153bcc7d5409,SP_Smile_policy_member_PM019,SP_SmartPlus_quote_member_QM021,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER4|LARGEFAMILY|member4@largefamily.com,0.92,2026-03-06T23:18:17.681432,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
4b26382f-136b-4f64-b5e1-4e850d889085,SP_SmartPlus_quote_member_QM022,SP_Smile_policy_member_PM020,PII,RULE_EXACT_HKID,HKID,O053456(7),1.0,2026-03-06T23:18:17.688953,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
9abeb51e-bc57-4ffe-bfd8-439b80e30c29,SP_SmartPlus_quote_member_QM022,SP_Smile_policy_member_PM020,PII,RULE_EXACT_EMAIL,EMAIL,member5@largefamily.com,0.95,2026-03-06T23:18:17.688962,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
b139bde8-bfa2-4f81-8f7f-3f0ac9ede066,SP_SmartPlus_quote_member_QM022,SP_Smile_policy_member_PM020,PII,RULE_EXACT_PHONE,PHONE,+85290000000,0.9,2026-03-06T23:18:17.688968,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
6e7385fa-4c4b-464c-8af2-40d4a601aa70,SP_SmartPlus_quote_member_QM022,SP_Smile_policy_member_PM020,PII,RULE_EXACT_NAME_DOB,NAME_DOB,MEMBER5|LARGEFAMILY|1960-01-01,0.95,2026-03-06T23:18:17.688975,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
daafce8a-6144-4409-a7a9-971532ba9203,SP_SmartPlus_quote_member_QM022,SP_Smile_policy_member_PM020,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER5|LARGEFAMILY|member5@largefamily.com,0.92,2026-03-06T23:18:17.688981,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
9127f7fb-c12b-4b87-9e65-c7ea552c92a3,SP_Smile_policy_member_PM027,SP_SmartPlus_quote_member_QM029,PII,RULE_EXACT_HKID,HKID,O123456(7),1.0,2026-03-06T23:18:17.709874,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
7549f773-a1b2-42e1-b4c1-0f37ba1665cb,SP_Smile_policy_member_PM027,SP_SmartPlus_quote_member_QM029,PII,RULE_EXACT_EMAIL,EMAIL,member12@largefamily.com,0.95,2026-03-06T23:18:17.709885,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
c1799333-0afb-45c2-aa13-cacc76300759,SP_Smile_policy_member_PM027,SP_SmartPlus_quote_member_QM029,PII,RULE_EXACT_PHONE,PHONE,+85290000000,0.9,2026-03-06T23:18:17.709892,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
9ca84eb2-92da-4ec8-aec5-21371ca4489c,SP_Smile_policy_member_PM027,SP_SmartPlus_quote_member_QM029,PII,RULE_EXACT_NAME_DOB,NAME_DOB,MEMBER12|LARGEFAMILY|1925-01-01,0.95,2026-03-06T23:18:17.709898,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
cd0ae965-6df4-4406-b3c6-276481344157,SP_Smile_policy_member_PM027,SP_SmartPlus_quote_member_QM029,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER12|LARGEFAMILY|member12@largefamily.com,0.92,2026-03-06T23:18:17.709905,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
7f5fd729-4a72-403f-a89f-8cd6bf6ec8d6,SP_SmartPlus_quote_member_QM023,SP_Smile_policy_member_PM021,PII,RULE_EXACT_HKID,HKID,O063456(7),1.0,2026-03-06T23:18:17.729264,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
69413138-0ce3-471a-97e7-c7c47e9c68b5,SP_SmartPlus_quote_member_QM023,SP_Smile_policy_member_PM021,PII,RULE_EXACT_EMAIL,EMAIL,member6@largefamily.com,0.95,2026-03-06T23:18:17.729272,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
8fa455e6-8eac-4b61-8961-a58c2a053d43,SP_SmartPlus_quote_member_QM023,SP_Smile_policy_member_PM021,PII,RULE_EXACT_PHONE,PHONE,+85290000000,0.9,2026-03-06T23:18:17.729279,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
fdb63f3e-3db1-41b4-86cd-fe0888ae894d,SP_SmartPlus_quote_member_QM023,SP_Smile_policy_member_PM021,PII,RULE_EXACT_NAME_DOB,NAME_DOB,MEMBER6|LARGEFAMILY|1955-01-01,0.95,2026-03-06T23:18:17.729286,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
f2bb791a-ed74-4be1-b0cd-bfc4d8972092,SP_SmartPlus_quote_member_QM023,SP_Smile_policy_member_PM021,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,MEMBER6|LARGEFAMILY|member6@largefamily.com,0.92,2026-03-06T23:18:17.729292,CLUSTER:30bfc7fc-4b9f-495c-8dfa-06651f8686d1
2420ea20-825c-4521-9937-dcdf9b161b57,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_lead_L001,PII,RULE_EXACT_HKID,HKID,A123456(7),1.0,2026-03-06T23:18:17.737979,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
a6f6d3f5-75ff-4707-96de-473a94b7f222,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_lead_L001,PII,RULE_EXACT_EMAIL,EMAIL,john.smith@email.com,0.95,2026-03-06T23:18:17.737988,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
ad4c3f5b-5b6c-453a-bb61-f6115f6cdac9,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_lead_L001,PII,RULE_EXACT_PHONE,PHONE,+85291234567,0.9,2026-03-06T23:18:17.737995,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
106a5273-bc08-4312-9cb1-66032287e15d,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_lead_L001,PII,RULE_EXACT_NAME_DOB,NAME_DOB,JOHN|SMITH|1985-06-15,0.95,2026-03-06T23:18:17.738001,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
ece07867-22c6-4c19-824c-a162dfb784a8,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_lead_L001,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,JOHN|SMITH|john.smith@email.com,0.92,2026-03-06T23:18:17.738008,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
d853d1e4-6ea9-407b-a46a-a76b0c5c5e89,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_HKID,HKID,A123456(7),1.0,2026-03-06T23:18:17.741938,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
20518126-5cbc-4eb8-916b-421aa407366c,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_EMAIL,EMAIL,john.smith@email.com,0.95,2026-03-06T23:18:17.741953,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
c8706418-3f20-4393-a0f5-bca85d93d54b,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_PHONE,PHONE,+85291234567,0.9,2026-03-06T23:18:17.741960,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
5cbfaa5e-8f54-4c3f-a699-6ef6cc016c63,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_NAME_DOB,NAME_DOB,JOHN|SMITH|1985-06-15,0.95,2026-03-06T23:18:17.741967,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
7a0b5452-7dcd-4305-a2d1-6051cd9dc6ab,SP_SmartPlus_quote_member_QM001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,JOHN|SMITH|john.smith@email.com,0.92,2026-03-06T23:18:17.741973,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
9567f6e6-0eb0-44d8-b80e-0eca8886bea2,SP_SmartPlus_quote_member_QM001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_HKID,HKID,A123456(7),1.0,2026-03-06T23:18:17.747930,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
18f3675a-917c-42c0-ac3c-866696cc8c17,SP_SmartPlus_quote_member_QM001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_EMAIL,EMAIL,john.smith@email.com,0.95,2026-03-06T23:18:17.747938,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
5b2cac88-024e-4d6c-b61d-6abe90cdf61d,SP_SmartPlus_quote_member_QM001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_PHONE,PHONE,+85291234567,0.9,2026-03-06T23:18:17.747945,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
c214a2b1-6b04-4cdf-b7e4-52dca0b897ff,SP_SmartPlus_quote_member_QM001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_NAME_DOB,NAME_DOB,JOHN|SMITH|1985-06-15,0.95,2026-03-06T23:18:17.747952,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
6c679cc1-6d00-4f3c-99a9-97f6a916e220,SP_SmartPlus_quote_member_QM001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,JOHN|SMITH|john.smith@email.com,0.92,2026-03-06T23:18:17.747958,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
eb20fcf4-aeda-4618-a3dd-f52f95fc00d8,SP_SmartPlus_lead_L001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_HKID,HKID,A123456(7),1.0,2026-03-06T23:18:17.761789,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
1965947b-e051-4fcb-ba59-f4790609626c,SP_SmartPlus_lead_L001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_EMAIL,EMAIL,john.smith@email.com,0.95,2026-03-06T23:18:17.761802,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
c12e84a3-1695-4bb0-9849-00a5716fa6d0,SP_SmartPlus_lead_L001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_PHONE,PHONE,+85291234567,0.9,2026-03-06T23:18:17.761811,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
2622c317-469c-4548-be00-4a2a9e603fe1,SP_SmartPlus_lead_L001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_NAME_DOB,NAME_DOB,JOHN|SMITH|1985-06-15,0.95,2026-03-06T23:18:17.761818,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
168f7bcd-42da-4405-b5bb-cb32b0d5d8b7,SP_SmartPlus_lead_L001,SP_SmartPlus_application_A001_applicant,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,JOHN|SMITH|john.smith@email.com,0.92,2026-03-06T23:18:17.761824,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
69085010-462d-4c25-9305-d783186d6a79,SP_SmartPlus_lead_L001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_HKID,HKID,A123456(7),1.0,2026-03-06T23:18:17.767488,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
ebd2acdc-350c-467a-8066-b76336192e69,SP_SmartPlus_lead_L001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_EMAIL,EMAIL,john.smith@email.com,0.95,2026-03-06T23:18:17.767496,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
1818de86-0de3-4781-ad13-6a55c21f8e70,SP_SmartPlus_lead_L001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_PHONE,PHONE,+85291234567,0.9,2026-03-06T23:18:17.767503,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
be32cc49-29a0-4eee-8f19-18ef573aaef3,SP_SmartPlus_lead_L001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_NAME_DOB,NAME_DOB,JOHN|SMITH|1985-06-15,0.95,2026-03-06T23:18:17.767509,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
614be16f-663e-430d-b381-21485963079f,SP_SmartPlus_lead_L001,SP_Smile_policy_member_PM001,PII,RULE_EXACT_NAME_EMAIL,NAME_EMAIL,JOHN|SMITH|john.smith@email.com,0.92,2026-03-06T23:18:17.767516,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
7bd4fa0b-958d-4350-a071-8a1b5e25e106,SP_SmartPlus_application_A001_applicant,SP_Smile_policy_member_PM001,PII,RULE_EXACT_HKID,HKID,A123456(7),1.0,2026-03-06T23:18:17.787240,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
115ab904-6725-45bc-bc71-ba68c58ced93,SP_SmartPlus_application_A001_applicant,SP_Smile_policy_member_PM001,PII,RULE_EXACT_EMAIL,EMAIL,john.smith@email.com,0.95,2026-03-06T23:18:17.787249,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
bfbbceb5-ed1b-46d0-99fd-5fe119bf77d3,SP_SmartPlus_application_A001_applicant,SP_Smile_policy_member_PM001,PII,RULE_EXACT_PHONE,PHONE,+85291234567,0.9,2026-03-06T23:18:17.787256,CLUSTER:359ba9b0-99a9-4eae-b8f9-7c6332f481d5
